	CRC_Effect	CRC_Pvalue	CRC_SE	T2D_Effect	T2D_Pvalue	T2D_SE	CD_Effect	CD_Pvalue	CD_SE	UC_Effect	UC_Pvalue	UC_SE	ACVD_Effect	ACVD_Pvalue	ACVD_SE	cirrhosis_Effect	cirrhosis_Pvalue	cirrhosis_SE	schizofrenia_Effect	schizofrenia_Pvalue	schizofrenia_SE	asthma_Effect	asthma_Pvalue	asthma_SE	STH_Effect	STH_Pvalue	RE_Qvalue	STH_SE	BD_Effect	BD_Pvalue	BD_SE	ME/CFS_Effect	ME/CFS_Pvalue	ME/CFS_SE	migraine_Effect	migraine_Pvalue	migraine_SE	RE_Effect	RE_Pvalue	RE_stdErr	RE_conf_int	RE_Var	Zscore	Tau2_DL	Tau2_PM	I2	CRC_Qvalue	CRC_SE_RE	T2D_Qvalue	T2D_SE_RE	CD_Qvalue	CD_SE_RE	UC_Qvalue	UC_SE_RE	ACVD_Qvalue	ACVD_SE_RE	cirrhosis_Qvalue	cirrhosis_SE_RE	schizofrenia_Qvalue	schizofrenia_SE_RE	asthma_Qvalue	asthma_SE_RE	STH_Qvalue	STH_SE_RE	BD_Qvalue	BD_SE_RE	ME/CFS_Qvalue	ME/CFS_SE_RE	migraine_Qvalue	migraine_SE_RE
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0.12798625240416728	0.02238926178701361	0.05604341275880681	-0.08533627368385836	0.4930503776210746	0.12449394464837618	0.3111423230559935	0.2952560596555558	0.2972714079916952	0.10801812428953794	0.3184495520157173	0.10827266448176057	0.07690455620169907	0.503910739474771	0.11494070895527295	0.7039201260718134	1.7228364754705276e-07	0.13444772708817587	-0.2733312851827303	0.07787581223531648	0.1545682298987381	0.0275930181482882	0.9015489023721928	0.1421441818933692	-0.0417519703194943	0.7941002183138981	0.29365585939902605	0.15964120224706116	-0.13665123740468685	0.6185143002730344	0.2523328151734799	0.07876026550447636	0.6975249714871676	0.20212965558815496	0.08284502449743666	0.6099057584878707	0.13369058295853706	0.08476932355140114	0.22637432598063345	0.07007169264298291	-0.052571194028845344;0.2221098411316476	0.004910042109852666	1.2097513325859424	0.02936802485774195	0.03639348850547422	0.6449092845239988	0.04701476868161426	0.05604341275880681	0.9979133102574148	0.12449394464837618	0.5767750996721486	0.2972714079916952	0.6147608998806093	0.10827266448176057	0.5702860788141898	0.11494070895527295	5.377338090104979e-07	0.13444772708817587	0.4927511117460313	0.1545682298987381	0.9436992406649186	0.1421441818933692	0.9028612429706998	0.15964120224706116	0.9891790865546536	0.2523328151734799	0.9540315356134216	0.20212965558815496	0.979102105920751	0.13369058295853706
PWY-6270: isoprene biosynthesis I	-0.21819355756732944	0.008609939430433977	0.08305283407634807	0.08940209459186846	0.33263121509525395	0.0922786416318383	-0.052001172794695016	0.900972285107718	0.41790431626140784	0.05089389480139876	0.9226525382608116	0.5241767562311364	-0.0493803728626714	0.6677478828777201	0.11491575461736114	0.5675756513326352	2.067360912019249e-05	0.1330688691004004	0.3753494861466765	0.015897990761553803	0.15520032857961694	0.09580730558020543	0.6676105369726442	0.14221893775211128	0.14697251243891274	0.35885185338880604	0.32934068406158706	0.1598391679555029	0.31086160011503616	0.2593918381306455	0.2535564981268299	0.0623560857606742	0.7582659728710078	0.2021004317881434	-0.28035875114456343	0.08519174154419565	0.13428814985241205	0.08421318064459901	0.2601712802491296	0.07479058486641803	-0.06237636569358032;0.23080272698277834	0.005593631584660878	1.1259863897977331	0.05036544959786058	0.03790216092936234	0.7138141983130141	0.02181897694172089	0.08305283407634807	0.9979133102574148	0.0922786416318383	0.9453680208956344	0.41790431626140784	0.9791281971258299	0.5241767562311364	0.7310942774808717	0.11491575461736114	4.6799598667688486e-05	0.1330688691004004	0.3655352788440601	0.15520032857961694	0.8087969937281358	0.14221893775211128	0.7470857829979555	0.1598391679555029	0.9891790865546536	0.2535564981268299	0.9540315356134216	0.2021004317881434	0.8851862182291947	0.13428814985241205
NONMEVIPP-PWY: methylerythritol phosphate pathway I	-0.20491803443291776	0.016691511664415515	0.08561676920377663	0.08247742013551468	0.3715038438944425	0.0922917238976436	-0.043842159221492163	0.9192402568296134	0.43240776016389937	0.06442296182650263	0.9045923693453471	0.537475559961824	-0.04365696131952166	0.704314568751357	0.1149119312441358	0.5875669195006232	1.0754712240102068e-05	0.1332533648278018	0.31374194073823525	0.043299156724714405	0.15479512902801607	0.1012790592706313	0.6498700703862503	0.1422285120719891	0.1411828313402004	0.37804529963311817	0.34128448763868385	0.15982254546603178	0.3708149751240663	0.1795006475614165	0.2541956222253271	0.06166937245105141	0.7608452114500036	0.2020993565028947	-0.3125015817578381	0.05522250380632483	0.13444643937335646	0.08358653082525187	0.2712356429204814	0.07597246002477873	-0.06531949082331444;0.23249255247381817	0.005771814682216602	1.1002214591707282	0.05044065188209478	0.03954043966880823	0.7116144240565153	0.03701161282109528	0.08561676920377663	0.9979133102574148	0.0922917238976436	0.9488625364742996	0.43240776016389937	0.9776600797681764	0.537475559961824	0.7602985472931315	0.1149119312441358	2.5175803652966212e-05	0.1332533648278018	0.3709707598701316	0.15479512902801607	0.8051401606229432	0.1422285120719891	0.7470857829979555	0.15982254546603178	0.9891790865546536	0.2541956222253271	0.9540315356134216	0.2020993565028947	0.8851862182291947	0.13444643937335646
PPGPPMET-PWY: ppGpp biosynthesis	-0.1048533483542704	0.16588895223279865	0.07567715854996374	0.06215279916712098	0.762067836200359	0.20528296520311265	-0.0031487508441153467	0.9816645869685344	0.1370091057360699	0.11801341463458448	0.7087365809052629	0.315921104128609	0.11933930510532617	0.29992760510424765	0.1150004726947628	0.5599644604083518	2.639357879357962e-05	0.13300024005387084	-0.1864992041886727	0.22779351720732105	0.154185599778832	0.055389630780930434	0.8038962337470534	0.14216467065195496	0.3817671964757636	0.018037685699019573	0.2750787219229758	0.16107128422885392	0.198366046107629	0.4702930646561893	0.2526579160385833	0.1006989958024214	0.619329804211844	0.20217934883985947	-0.15489184383397278	0.3404819703504033	0.13383350120681206	0.08253047341320412	0.20942747564064268	0.06575393098219065	-0.046347231311889545;0.21140817813829776	0.004323579439610691	1.255141284793412	0.033271859520880735	0.02668582507888171	0.6180676258916113	0.24434185022015106	0.07567715854996374	0.9979133102574148	0.20528296520311265	0.9922591924869654	0.1370091057360699	0.9076124610504129	0.315921104128609	0.3628434533014031	0.1150004726947628	5.9098665559536976e-05	0.13300024005387084	0.6451601628287885	0.154185599778832	0.8949452546963053	0.14216467065195496	0.1571662852909286	0.16107128422885392	0.9891790865546536	0.2526579160385833	0.9540315356134216	0.20217934883985947	0.979102105920751	0.13383350120681206
P108-PWY: pyruvate fermentation to propanoate I	0.1618671244786969	0.009575149478384448	0.06247752010631174	-0.013017388693513043	0.9395517539494244	0.1716580368930972	-0.4641806132987717	0.18265133448615667	0.3483176693396117	-0.21070323068603053	0.05204663293797274	0.1084562939071604	-0.44597540090533866	0.00012827744204255007	0.1163177626925376	-0.14600372873009368	0.2646046802140507	0.1306416762881362	-0.012317543079201628	0.9363714778736412	0.15385296792943845	-0.3130321445467204	0.16154913385417716	0.14300526398587518	0.34217714309146713	0.03372101726669124	0.3558073958723869	0.16078766802514702	0.3425343935096731	0.2144910857060909	0.2538803346138081	-0.3625125888594071	0.07593883309974017	0.20370411662621768	0.03272807363577278	0.8402225963844023	0.13364221827315365	-0.08181236361723755	0.2836268979030483	0.07630274273822929	-0.23136573938416694;0.06774101214969185	0.005822108549376403	-1.0722073765802893	0.049726166558670265	0.044811069030960604	0.7358999071482007	0.023534102332414788	0.06247752010631174	0.9979133102574148	0.1716580368930972	0.5767750996721486	0.3483176693396117	0.22913212793424584	0.1084562939071604	0.0003121664919070149	0.1163177626925376	0.305370107137784	0.1306416762881362	0.9903877644022452	0.15385296792943845	0.38404491279803454	0.14300526398587518	0.22658157216039904	0.16078766802514702	0.9891790865546536	0.2538803346138081	0.6306224835674075	0.20370411662621768	0.979102105920751	0.13364221827315365
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	0.06010689752787676	0.4650031508718833	0.08226684361991822	-0.06723324578071517	0.8040658781270074	0.2710050102620167	0.3660920299147001	0.04970360982121158	0.18654314496289068	-0.14708396665500326	0.1744408697134192	0.10830351938339068	0.095968808348163	0.4043621938754624	0.11496436467184235	0.306237119241664	0.01984508180563936	0.13123045396002253	-0.007279796909174578	0.9623686551415472	0.15385201860992506	0.18643749753173944	0.4036593523271305	0.14244586776423265	-0.21843394405497935	0.17337787744206434	0.22740252935135175	0.16009911631814894	-0.2936744318949501	0.2863822931243947	0.2533937537064788	0.3493485536710797	0.087023838333239	0.20358670444294985	0.22994651783406056	0.15755082415721686	0.1340741646797874	0.08103136314272429	0.16607440091053371	0.05850942950617278	-0.03364711868937435;0.1957098449748229	0.003423353341137802	1.3849282727013332	0.01543278204711438	0.018252113837931294	0.43911086647324105	0.5731760892922307	0.08226684361991822	0.9979133102574148	0.2710050102620167	0.4184350408204324	0.18654314496289068	0.4498082426181738	0.10830351938339068	0.4728791211710268	0.11496436467184235	0.028096816851970508	0.13123045396002253	0.9964009849146483	0.15385201860992506	0.6069952201038566	0.14244586776423265	0.5928904201813451	0.16009911631814894	0.9891790865546536	0.2533937537064788	0.664862124865946	0.20358670444294985	0.979102105920751	0.1340741646797874
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate	NA	NA	NA	0.1202516534289412	0.3309026541714077	0.12367786099965584	NA	NA	NA	NA	NA	NA	-0.13555273903216108	0.23915052435802786	0.11503011981357368	-0.3386171951420693	0.010105099614377071	0.13139961985875964	-0.1300983583665589	0.3996310865491692	0.15401417468298104	NA	NA	NA	NA	NA	0.49612670087176286	NA	0.2643975641395125	0.3367085382661921	0.25313762785413024	NA	NA	NA	NA	NA	NA	-0.07758201998630644	0.42626637783731414	0.09751423298438554	-0.2687099166357021;0.1135458766630892	0.009509025634533024	-0.7955968848027473	0.023652787684285147	0.025513029020170445	0.537802606727275	NA	NA	0.9979133102574148	0.12367786099965584	NA	NA	NA	NA	0.2969981438192617	0.11503011981357368	0.015250186963821803	0.13139961985875964	0.8295606790708986	0.15401417468298104	NA	NA	NA	NA	0.9891790865546536	0.25313762785413024	NA	NA	NA	NA
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	-0.016297922563922363	0.8471276038170814	0.08453951195233796	-0.0509366837246195	0.8394234373666576	0.2513765270456938	-0.13150285241571766	0.6234623046875045	0.2678542398327776	-0.10863385508250677	0.3156391765194821	0.10825932480219637	-0.3072654118971846	0.007917401915944262	0.11557424277013273	-0.279169503227302	0.033546245812646085	0.13110193312730964	-0.1163387159701888	0.4512334205073626	0.15398159986733645	0.1307546393378075	0.5579079280041064	0.14228921797826974	-0.1362667455815224	0.3948343237986305	0.2366020416266355	0.1598089542187752	-0.027264086721233437	0.9207799185389014	0.25205054171053404	0.5004275794251603	0.015017235139009747	0.20518942071745588	-0.08438345648834136	0.6032888581989606	0.13369273075669785	-0.0751523635426686	0.17392226448926906	0.0552709474353409	-0.18348342051593677;0.033178693430599565	0.0030548776304002174	-1.3597082559618887	0.011643656848738127	0.013528044253510806	0.3634251705685007	0.8885040163428514	0.08453951195233796	0.9979133102574148	0.2513765270456938	0.7523111809895888	0.2678542398327776	0.6147608998806093	0.10825932480219637	0.012530925588768926	0.11557424277013273	0.045463991035559835	0.13110193312730964	0.8428281992781157	0.15398159986733645	0.7276274918629607	0.14228921797826974	0.7676220609892156	0.1598089542187752	0.9891790865546536	0.25205054171053404	0.22184825107097728	0.20518942071745588	0.979102105920751	0.13369273075669785
PWY3O-355: stearate biosynthesis III (fungi)	0.13334249881282145	0.10775757288573118	0.08290616491323607	0.06769864270335095	0.4628143730975887	0.09220478655007776	0.4422941683900807	0.5390875368340378	0.720121986440991	-0.030764104957776612	0.776149223816468	0.10819448075529553	0.3127125219546864	0.006890652733286112	0.11559834975219653	0.20096921350618235	0.12510248384486106	0.13079689133483893	-0.14778550725297235	0.33882407523522995	0.1540613785371374	0.30717809563618226	0.16949482639145738	0.14297320211906453	-0.0013014503127408773	0.9935083039237268	0.2210178918946486	0.1596238288083397	-0.2378304398292555	0.3871460549687017	0.2529282728577295	0.2027465561021193	0.31814765429814224	0.2025697678509084	-0.21916372097555364	0.17786449847167582	0.13403384530298862	0.07469309166408175	0.15877418964269507	0.05300366185720158	-0.02919408557603334;0.17858026890419684	0.002809388170272566	1.4092062519248987	0.012078966121996893	0.013101278632025063	0.4065294595408408	0.17040732456348187	0.08290616491323607	0.9979133102574148	0.09220478655007776	0.6920017384018109	0.720121986440991	0.9507318332848272	0.10819448075529553	0.011114807665568787	0.11559834975219653	0.15204195676720578	0.13079689133483893	0.7760639121567502	0.1540613785371374	0.3868018041746904	0.14297320211906453	0.9935083039237268	0.1596238288083397	0.9891790865546536	0.2529282728577295	0.9430774082605056	0.2025697678509084	0.979102105920751	0.13403384530298862
PWY-5181: toluene degradation III (aerobic) (via p-cresol)	-0.046724597187225166	0.403980629081333	0.05598890659228345	-0.04683434854797122	0.6115901833965265	0.0922290231979132	NA	NA	NA	NA	NA	NA	0.19361538307685036	0.09309426448863696	0.11516712949434432	0.4165652986928799	0.001616733068122536	0.13187535550131366	-0.008159322872716316	0.957826179417315	0.15385214918231574	NA	NA	NA	0.042435620568188254	0.7908072540667317	0.3194087247557752	0.1596417763789379	0.09598369376120423	0.7263747154946816	0.25218391602062595	NA	NA	NA	NA	NA	NA	0.07468393783844543	0.2500383334603682	0.06492808545891222	-0.05257510966102252;0.20194298533791338	0.004215656281359809	1.1502562767803604	0.015422746968719496	0.013879193616157963	0.5494594341838015	0.5134707061220681	0.05598890659228345	0.9979133102574148	0.0922290231979132	NA	NA	NA	NA	0.1232474382066546	0.11516712949434432	0.002846555658403781	0.13187535550131366	0.9955730239263716	0.15385214918231574	NA	NA	0.9028612429706998	0.1596417763789379	0.9891790865546536	0.25218391602062595	NA	NA	NA	NA
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	-0.15037810647101987	0.00731469384197081	0.056065900239685384	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.08977064624279696	0.4353567990923472	0.11495610189031336	-0.04123140765887226	0.752435816083986	0.1304818288229703	0.08892053498357959	0.5646029413912095	0.1539275204057322	NA	NA	NA	NA	NA	0.23284984668121386	NA	NA	NA	NA	0.21467847775626567	0.2906551879680305	0.2026324942688782	NA	NA	NA	-0.07338915126171393	0.17060836021750037	0.053558885517167726	-0.17836456687536267;0.03158626435193482	0.0028685542178410787	-1.3702516501802455	0.003007243093206455	0.0026161776497496897	0.1849749403896545	0.019764205877642986	0.056065900239685384	NA	NA	NA	NA	NA	NA	0.5021512668982963	0.11495610189031336	0.7763821471436639	0.1304818288229703	0.8727561951175473	0.1539275204057322	NA	NA	NA	NA	NA	NA	0.9408987214071324	0.2026324942688782	NA	NA
PWY-3781: aerobic respiration I (cytochrome c)	-0.08439080054077938	0.20648786664812668	0.06680282243830098	-0.005805444013247668	0.9497936331149311	0.09219976368343144	0.026016113756368132	0.9200296969681744	0.2591341558345117	0.3163404977895754	0.5515566509640788	0.531281517473192	-0.1357166907811463	0.2385841343284397	0.115030438828897	0.19388032691075235	0.13890910598420336	0.13077412265482968	-0.054744900804157504	0.7227822530946756	0.15388032467377086	0.08974444708327615	0.6874880510562125	0.14220894932333952	0.3677799116322074	0.02262635465546906	0.27046896740272947	0.1609675960103554	0.5762149492392405	0.03903063448091878	0.2572158420882267	0.3886852597044981	0.05736126427307151	0.20395023484366412	0.008582779160951895	0.957832944809324	0.13363388768332454	0.07270965552919265	0.20527239053476842	0.057402091925001064	-0.03979844464380944;0.18521775570219473	0.0032950001573662725	1.2666725739576137	0.014087654751567627	0.01618175026377255	0.436231034692267	0.2895087614860333	0.06680282243830098	0.9979133102574148	0.09219976368343144	0.9488625364742996	0.2591341558345117	0.8211994777973459	0.531281517473192	0.2969981438192617	0.115030438828897	0.16832515195732878	0.13077412265482968	0.912304072738272	0.15388032467377086	0.8198692033052214	0.14220894932333952	0.17331787666089296	0.1609675960103554	0.9891790865546536	0.2572158420882267	0.5217143560074599	0.20395023484366412	0.9832437163000791	0.13363388768332454
PWY-6876: isopropanol biosynthesis	-0.014190839287034282	0.8337385703864724	0.0676046680057511	-0.14245651070409907	0.1227921211369052	0.09231484232876848	0.3342468506964682	0.28471747104896816	0.31244390715094705	-0.014476310979305785	0.8935327759217582	0.10816507989825803	-0.08939243880832676	0.4372916450832232	0.11495561553429574	0.28526976338182797	0.029896250515066964	0.131129871301189	0.2730004027468357	0.07823299641465425	0.15456649970059996	0.047124770057328916	0.8326830919288112	0.14215714512194347	0.21049622916454624	0.1894392039467087	0.25421681502552546	0.16006524637458444	-0.047307229593919364	0.8630065921463203	0.25207408378078144	0.5406195048788481	0.008777459790735857	0.2057090673362629	0.02188046331490829	0.8927781924142109	0.13363727097363204	0.07119447563131102	0.18990420788302975	0.054311167894438954	-0.03525541344178933;0.17764436470441136	0.0029497029580579366	1.3108625424827367	0.013083525392875134	0.015597592745207368	0.4473104891506708	0.8767147853548473	0.0676046680057511	0.9979133102574148	0.09231484232876848	0.5767750996721486	0.31244390715094705	0.9776600797681764	0.10816507989825803	0.5030048704372594	0.11495561553429574	0.041057517374025285	0.131129871301189	0.4927511117460313	0.15456649970059996	0.9103797794051232	0.14215714512194347	0.6364492553648197	0.16006524637458444	0.9891790865546536	0.25207408378078144	0.16658917862016848	0.2057090673362629	0.979102105920751	0.13363727097363204
PWY0-1061: superpathway of L-alanine biosynthesis	-0.23400644547534724	0.00022510672654840747	0.0634329789245158	0.07496844074903873	0.41626387802177134	0.09222116923006456	-0.5813544798946193	0.001051953059109989	0.17744507767028608	-0.15245690544440946	0.15937289679417854	0.10834185728270672	0.13989566389829308	0.22446748672014225	0.11503870009663646	0.1557611957845403	0.23408318435981054	0.13066565203067007	0.1011947939956992	0.5121895944320822	0.15394994621108118	0.05109268502934464	0.8188318902408911	0.14216060669830596	0.0020861969179100195	0.9895941324890878	0.3820876634715337	0.15962385533027662	0.2502953569532381	0.3629180155861107	0.2530237626041889	-0.4799257748199057	0.019532828120334515	0.2049393355278923	-0.20964286288339767	0.19737979297672928	0.13399984464106404	-0.07047706787628967	0.3118710761509893	0.06968931788246373	-0.20706813092591858;0.06611399517333923	0.004856601026923078	-1.0113037409141319	0.030443451574746105	0.038236841880062586	0.6663024933102922	0.0014129776066423116	0.0634329789245158	0.9979133102574148	0.09222116923006456	0.029298047519138545	0.17744507767028608	0.4325835770127704	0.10834185728270672	0.2820919758482981	0.11503870009663646	0.2724357964865592	0.13066565203067007	0.8492914994113857	0.15394994621108118	0.9048021700573596	0.14216060669830596	0.992184693045342	0.15962385533027662	0.9891790865546536	0.2530237626041889	0.2572944945506133	0.2049393355278923	0.979102105920751	0.13399984464106404
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0.09579511719462873	0.2091010506012232	0.07626749896110918	-0.1715111153077836	0.10168747865548866	0.10478906512089854	0.2011426544945565	0.41932817243385395	0.24906612884533286	0.0967509671041321	0.4920231203459573	0.1408117133751601	-0.2473958639505757	0.03214772520413762	0.11533692749746363	-0.4598747884238796	0.0005154046583358767	0.13218121792168208	0.04105028017169773	0.7902199672239621	0.15386771186210188	-0.06718230105674942	0.7632907230623194	0.14217750839735413	0.17133940447822915	0.2850019817806698	0.3151778905505039	0.15991642538523626	-0.18315976456276625	0.5048529868300666	0.2525667344086777	-0.3451389168231015	0.09083689452169147	0.2035500605006756	0.051606266818000415	0.7505768177348617	0.13365551390021996	-0.06938565132352088	0.24522193870993858	0.05971055331420568	-0.186418335819364;0.047647033172322245	0.0035653501770885995	-1.1620333001840297	0.022994775354814683	0.02119753701579924	0.5573909449656782	0.2921685912510242	0.07626749896110918	0.9979133102574148	0.10478906512089854	0.6038209322227028	0.24906612884533286	0.7722623758473504	0.1408117133751601	0.04587861800319301	0.11533692749746363	0.0009740675194237668	0.13218121792168208	0.9297905215842543	0.15386771186210188	0.8714055563572655	0.14217750839735413	0.7273794396020759	0.15991642538523626	0.9891790865546536	0.2525667344086777	0.6673018020631951	0.2035500605006756	0.979102105920751	0.13365551390021996
PWY-6182: superpathway of salicylate degradation	-0.04150108386216158	0.4585632906705857	0.055990640242261885	0.04840064654208637	0.7317943141399801	0.141216936444131	NA	NA	NA	NA	NA	NA	0.15933524900767546	0.16665747814426304	0.1150804136860512	0.3724036321528687	0.00473302628027972	0.13159397558869199	-0.003428178869652611	0.982273603216808	0.1538516220293016	NA	NA	NA	0.00870864324050751	0.9565820501742814	0.2837760581861285	0.15962456853017018	0.029499542996315582	0.914309147067422	0.2520525404763688	NA	NA	NA	NA	NA	NA	0.06890937202738663	0.21740361498269034	0.05586665611618039	-0.04058927396032694;0.1784080180151002	0.003121083265603556	1.233461546080055	0.009136302577551436	0.006115019003397783	0.3812835443461669	0.5686742328072916	0.055990640242261885	0.9979133102574148	0.141216936444131	NA	NA	NA	NA	0.21456513241203284	0.1150804136860512	0.00750002625952017	0.13159397558869199	0.9977009000071466	0.1538516220293016	NA	NA	0.9854915742864035	0.15962456853017018	0.9891790865546536	0.2520525404763688	NA	NA	NA	NA
PWY-1541: superpathway of taurine degradation	NA	NA	NA	-0.048778339739807317	0.6959968149142488	0.12483899021343844	NA	NA	NA	NA	NA	NA	0.01598304682360562	0.8894876912922478	0.11490007977004688	0.22922189535093684	0.08046755120182557	0.13089571193007096	-0.005292793565881366	0.9726352136603612	0.1538517783927554	NA	NA	NA	NA	NA	0.3695464273128615	NA	0.3781279251156021	0.17120215095057598	0.2542811515659489	NA	NA	NA	NA	NA	NA	0.06849059375621144	0.29722469213468816	0.06570449975648852	-0.060290225766506056;0.19727141327892894	0.0043170812882504005	1.0424033971805375	0.0015847161770153652	0.0017728580025112878	0.07215087334748749	NA	NA	0.9979133102574148	0.12483899021343844	NA	NA	NA	NA	0.9045273382464646	0.11490007977004688	0.102639724752793	0.13089571193007096	0.9977009000071466	0.1538517783927554	NA	NA	NA	NA	0.9891790865546536	0.2542811515659489	NA	NA	NA	NA
PWY0-1533: methylphosphonate degradation I	-0.02663890019455168	0.6342531343616069	0.05599358999766079	-0.09898194171624078	0.5119921491391031	0.15094719097704118	NA	NA	NA	NA	NA	NA	0.2743021866558873	0.01761985059001549	0.11543730191930715	0.05060107602940516	0.6986910349114521	0.1304888441294437	-0.14604389309079974	0.3445312463430943	0.15405646443836898	0.22441656021283785	0.3149842176078577	0.14258411871589347	0.35410100897431845	0.02807423707356577	0.25533357582520105	0.16086987553215865	0.1307852741466907	0.6336300216123747	0.25230813077869924	0.14341679879228694	0.4795192898814144	0.20231091075440968	-0.05832064240386576	0.7194260409386004	0.1336616773232844	0.06817039192048925	0.19134783486661844	0.05217379072119462	-0.03409023789305221;0.1704310217340307	0.0027221044382190144	1.306602241818636	0.009498897024080478	0.008638707520433211	0.3686839628826776	0.7108443152521333	0.05599358999766079	0.9979133102574148	0.15094719097704118	NA	NA	NA	NA	0.02639842383771004	0.11543730191930715	0.7250899405126405	0.1304888441294437	0.7760639121567502	0.15405646443836898	0.5356060746665259	0.14258411871589347	0.20287609055048472	0.16086987553215865	0.9891790865546536	0.25230813077869924	0.9464041765834222	0.20231091075440968	0.979102105920751	0.1336616773232844
LACTOSECAT-PWY: lactose and galactose degradation I	-0.19827180503575756	0.022182698277085636	0.08668662335541212	0.11807268114716925	0.2009522098167782	0.09232770939386943	0.07588825893565908	0.5078650816143098	0.11460615900119014	0.2592292947971393	0.3604678491588825	0.2834736724845636	0.32695263484084697	0.004749720686864436	0.11566334763698907	0.22420617877637988	0.08727042178562237	0.13087722629182275	0.058525093302201125	0.7045186718604948	0.15388444112930855	-0.07121688475227786	0.7495416476804196	0.14218246735791976	-0.04307923848725049	0.7877105562185523	0.2557361862896075	0.15964232541109952	0.4795058610541941	0.08417537054342795	0.25563506667013963	-0.026431970838840118	0.8961851939308951	0.20206015821812068	-0.018369471678745728	0.9099023882227704	0.13363609071136676	0.06783979239147238	0.19225990138717508	0.052027460332630254	-0.03413402986048292;0.16981361464342767	0.002706856628663415	1.3039228122562239	0.01639433106501468	0.012449094437148887	0.4796399579252991	0.04689399428523802	0.08668662335541212	0.9979133102574148	0.09232770939386943	0.66132071778554	0.11460615900119014	0.6556561418204337	0.2834736724845636	0.007935049242737807	0.11566334763698907	0.109955393809408	0.13087722629182275	0.9091953502297516	0.15388444112930855	0.8647069685775395	0.14218246735791976	0.9028612429706998	0.15964232541109952	0.9891790865546536	0.25563506667013963	0.9837435174758676	0.20206015821812068	0.979102105920751	0.13363609071136676
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.10188423410779167	0.06895526862086365	0.05601997085644669	-0.14314118647453894	0.4067785905547212	0.1725474201471284	0.29904624987794803	0.4073672419981152	0.3609334947881406	-0.10516927728994804	0.581352180606415	0.19072767534693014	-0.5090226669305178	1.3289175867144333e-05	0.11674408138842685	-0.08036478352865843	0.5388040717876468	0.1305206206742841	-0.3618335569449093	0.02002606017775761	0.1551053238793703	0.107052553713857	0.6313659305691184	0.14223919002051194	-0.15563678667786124	0.33130725002409195	0.4052991974445438	0.15986528783320136	0.05739399169297368	0.8341937275277689	0.25209071698563623	-0.03281836420145958	0.8713023373838572	0.20206493641588466	0.26458824780918194	0.10414265989236082	0.13421670237468333	-0.06583198443613619	0.33758811433925007	0.06865066377095944	-0.20038728542721668;0.06872331655494429	0.004712913636193322	-0.9589417031097142	0.04117257142376828	0.030536361167835147	0.6852777226706016	0.11771443346155805	0.05601997085644669	0.9979133102574148	0.1725474201471284	0.6019058840951742	0.3609334947881406	0.8393511995042228	0.19072767534693014	3.885238222269281e-05	0.11674408138842685	0.5808313197410108	0.1305206206742841	0.3655352788440601	0.1551053238793703	0.7929924123533265	0.14223919002051194	0.7470857829979555	0.15986528783320136	0.9891790865546536	0.25209071698563623	0.9799602769918871	0.20206493641588466	0.8973995160937476	0.13421670237468333
PWY-7345: superpathway of anaerobic sucrose degradation	-0.08543587589776415	0.17894080263036294	0.06356725072576565	-0.05680319159604925	0.6654137684573094	0.13135178677310055	NA	NA	NA	NA	NA	NA	0.2493065468018153	0.030851066473344943	0.1153437165711741	0.24792607119753665	0.05881757774896351	0.13096822791672133	0.053936380864595235	0.7267097292389115	0.1538794798869649	NA	NA	NA	0.14130681065962802	0.3776277165457186	0.3211777351307299	0.15982289443646433	0.09110544075273687	0.7397508425460219	0.25216954714413164	NA	NA	NA	NA	NA	NA	0.06566995631999156	0.2522550752338999	0.05735922625307197	-0.0467541271360295;0.17809403977601262	0.0032900808363511007	1.1448891592479336	0.011938614865996169	0.006758114913421539	0.438167274495678	0.25981440381917464	0.06356725072576565	0.9979133102574148	0.13135178677310055	NA	NA	NA	NA	0.04448047597698021	0.1153437165711741	0.0766862089638385	0.13096822791672133	0.912304072738272	0.1538794798869649	NA	NA	0.7470857829979555	0.15982289443646433	0.9891790865546536	0.25216954714413164	NA	NA	NA	NA
