	CRC_Effect	CRC_Pvalue	CRC_SE	T2D_Effect	T2D_Pvalue	T2D_SE	UC_Effect	UC_Pvalue	UC_SE	ACVD_Effect	ACVD_Pvalue	ACVD_SE	asthma_Effect	asthma_Pvalue	asthma_SE	migraine_Effect	migraine_Pvalue	migraine_SE	RE_Effect	RE_Pvalue	RE_stdErr	RE_conf_int	RE_Var	Zscore	Tau2_DL	Tau2_PM	RE_Qvalue	I2	CRC_Qvalue	CRC_SE_RE	T2D_Qvalue	T2D_SE_RE	UC_Qvalue	UC_SE_RE	ACVD_Qvalue	ACVD_SE_RE	asthma_Qvalue	asthma_SE_RE	migraine_Qvalue	migraine_SE_RE	CD_Effect	CD_Pvalue	CD_SE	schizofrenia_Effect	schizofrenia_Pvalue	schizofrenia_SE	BD_Effect	BD_Pvalue	BD_SE	ME/CFS_Effect	ME/CFS_Pvalue	ME/CFS_SE	CD_Qvalue	CD_SE_RE	schizofrenia_Qvalue	schizofrenia_SE_RE	BD_Qvalue	BD_SE_RE	ME/CFS_Qvalue	ME/CFS_SE_RE	cirrhosis_Effect	cirrhosis_Pvalue	cirrhosis_SE	STH_Effect	STH_Pvalue	STH_SE	cirrhosis_Qvalue	cirrhosis_SE_RE	STH_Qvalue	STH_SE_RE
s__Firmicutes_bacterium_CAG_238	-0.043653231058258635	0.4357138870280246	0.056005074895931865	-0.08971111486913698	0.3307844967901632	0.0922446198916676	-0.2626236331608188	0.01725416311840866	0.1102883032949994	NA	NA	NA	-0.18495530260372495	0.4074008443163434	0.14244098806280514	-0.14181542732622426	0.3827254649203633	0.1338011408107776	-0.08674646526782304	0.018364244007759822	0.0367851743873954	-0.15884540706711803;-0.01464752346852806	0.0013531490547110901	-2.3581909481866448	0.0	0.0	0.05732622115935837	0.0	0.6738951212612518	0.056005074895931865	0.957770407125722	0.0922446198916676	0.1030021252826214	0.1102883032949994	NA	NA	0.7845782390229405	0.14244098806280514	0.7270258472028288	0.1338011408107776	-0.08466041618303052	0.4599945271460893	0.11458312865312555	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6362255549029981	0.11458312865312555	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13868777688214715	0.3865100168693845	0.15981558747116253	NA	NA	0.5231549723282577	0.15981558747116253
s__Actinomyces_graevenitzii	0.019787419049857046	0.8088233896684573	0.08178504748832471	NA	NA	NA	NA	NA	NA	0.1548968915149987	0.17874882991244245	0.11507041375170007	0.13548241295015906	0.5437721604350467	0.1423003874592763	0.11488826998181965	0.4793449853003197	0.13374346872653156	0.08232620825592885	0.10442317938946744	0.05070040613721018	-0.017046587773003094;0.1816990042848608	0.0025705311824780596	1.6237780824305423	0.0	0.0	0.1977192986800572	0.0	0.8960494414954479	0.08178504748832471	NA	NA	NA	NA	0.2999552282777287	0.11507041375170007	0.828183740188725	0.1423003874592763	0.8188019536468178	0.13374346872653156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0725089860200869	0.5791790504990899	0.13051083145133754	NA	NA	NA	0.5983028870721729	0.13051083145133754	NA	NA
s__Paraprevotella_clara	-0.010095312767895624	0.856944549812287	0.05600262988355957	-8.821475128770645e-05	0.9994931777736245	0.13887548669205535	0.11624305848093545	0.2830619123776745	0.10828756255331763	-0.3240554204783012	0.005128624355395115	0.11564989202961075	-0.12485276808511765	0.5758031789569438	0.14227583020129267	-0.0017085706733598186	0.9916020381522096	0.13363329681783814	-0.07745841259436854	0.10336707487795782	0.047557123223620906	-0.1706703741126655;0.015753548923928426	0.002261679969306663	-1.6287447041350078	0.007006651824799948	0.006709034350480015	0.1977192986800572	0.30425355434528195	0.9166954607820712	0.05600262988355957	0.9994931777736245	0.13887548669205535	0.6195910748711321	0.10828756255331763	0.02156385119906529	0.11564989202961075	0.8450098600277227	0.14227583020129267	0.9973270169919368	0.13363329681783814	0.2767913202986794	0.3531429904341188	0.2981026236477212	-0.2847914276224671	0.06630833748310218	0.15462943632723458	-0.027018837601454137	0.9214901544104084	0.25205033201065724	-0.3011804589570992	0.1393355991085745	0.2031936074894647	0.5495709650889908	0.2981026236477212	0.33466971530959416	0.15462943632723458	0.9798944599716314	0.25205033201065724	0.3215436902505565	0.2031936074894647	-0.13365521439194109	0.3070436415387422	0.13061355104811098	NA	NA	NA	0.3520552748533222	0.13061355104811098	NA	NA
s__Massiliomicrobiota_timonensis	NA	NA	NA	NA	NA	NA	-0.04269756330941953	0.693194616149565	0.1082256659052201	NA	NA	NA	0.3482274027518488	0.1196256575862234	0.14321061140609492	0.09749832519081067	0.5482507529801529	0.13371264309382125	0.25507736242429696	0.12052994717972809	0.1642954234554257	-0.06694166754833741;0.5770963923969313	0.026992986168397647	1.5525530599670108	0.06638690836986126	0.08577069241268305	0.21923163620879677	0.7690518716194216	NA	NA	NA	NA	0.9125992168662228	0.1082256659052201	NA	NA	0.4623268300504368	0.14321061140609492	0.8332213347652572	0.13371264309382125	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7334386143723578	0.00045840272593216394	0.2087339459724915	NA	NA	NA	NA	NA	NA	0.010696063605083829	0.2087339459724915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Veillonella_sp_T11011_6	-0.11394955261243402	0.2353810254300837	0.0960293943714109	0.15721886773664834	0.4862116334711504	0.225776659227558	0.05455827467650762	0.6140265461692112	0.10817881147210506	0.12728972088595564	0.26893879108491664	0.11501454012117475	-0.0929963310529392	0.6767983661837575	0.14221422565868327	-0.0010426473216251664	0.9948751229777442	0.13363328151599255	0.19333695145672375	0.1507575247743802	0.13455509356326512	-0.07039103192727586;0.45706493484072336	0.018105073203819027	1.436860889742688	0.16576517306328067	0.16466627487744184	0.25606608987413104	0.8889556963361855	0.43963728716693307	0.0960293943714109	0.9592235912561108	0.225776659227558	0.8829432817177708	0.10817881147210506	0.3993333564594217	0.11501454012117475	0.9206601960210816	0.14221422565868327	0.9973270169919368	0.13363328151599255	0.4921944327653134	0.4184373633077227	0.6082968728661603	0.04987729718309633	0.7465349726399452	0.1538754286175246	NA	NA	NA	0.40831458804688414	0.04608824997203808	0.2041458645031312	0.5986873044248956	0.6082968728661603	0.8794542413079561	0.1538754286175246	NA	NA	0.15610536280851608	0.2041458645031312	1.3892659917500934	8.890118994064363e-22	0.14535662751825645	-0.10515827106830956	0.5112137346321504	0.15973409643308567	2.7813372281429937e-20	0.14535662751825645	0.646251324912341	0.15973409643308567
s__Blautia_producta	-0.17548377531025772	0.0017636565728831324	0.05611188935732315	0.044592172196166256	0.8710855608071079	0.2747858085559056	NA	NA	NA	0.3851984944500387	0.0009064874177511547	0.11595887235542618	NA	NA	NA	NA	NA	NA	0.19167897627635247	0.27017498241928006	0.17383330475710454	-0.1490343010475724;0.5323922536002773	0.03021801784277638	1.102659680457571	0.14200122954698807	0.09304910385300097	0.3991564025789381	0.894346429642116	0.01423522805255671	0.05611188935732315	0.9918058821823116	0.2747858085559056	NA	NA	0.004935320385534065	0.11595887235542618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5811443405563023	0.0049645613977821095	0.20627215853621836	NA	NA	NA	NA	NA	NA	0.03805123090144597	0.20627215853621836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Veillonella_infantium	-0.06402530251557897	0.2530492602804444	0.05601639716061063	0.0017457107268028466	0.9848960300241004	0.09221366599769072	-0.0181216919628185	0.924568543990346	0.1913981944341575	0.1957185476421291	0.08961146793537833	0.11517299577338835	-0.15134239386611642	0.4977017645812296	0.1423407472185373	0.3170658653619003	0.05178879675393698	0.13447029200393698	0.18788868302553655	0.2281487149922361	0.15590592193969846	-0.11768692397627242;0.4934642900273455	0.024306656495867347	1.2051414127694804	0.16596250501849383	0.20894605602391975	0.3513490210880436	0.9152875517821984	0.4649522993770767	0.05601639716061063	0.9993797951715138	0.09221366599769072	0.9950404923863144	0.1913981944341575	0.19258604951024288	0.11517299577338835	0.8041099120254059	0.1423407472185373	0.32259146814061845	0.13447029200393698	0.35186565684316323	0.5413767531191629	0.5761372037938249	-0.12874161021549427	0.4045543092461382	0.154010801358035	NA	NA	NA	-0.0017634587025512933	0.993053917049746	0.20205137499549647	0.6763916568710548	0.5761372037938249	0.7118599864619548	0.154010801358035	NA	NA	0.993053917049746	0.20205137499549647	1.4735364925269092	8.15412234602341e-24	0.14711174364857074	NA	NA	NA	4.464381984447817e-22	0.14711174364857074	NA	NA
s__Rothia_mucilaginosa	-0.09625201143994074	0.0858538689876871	0.056035853230502135	0.07292718966900268	0.42941436386920173	0.09229021150041322	NA	NA	NA	0.6426594755892984	5.0681654808917714e-08	0.11782681447393173	0.1971500597982873	0.3772391434025514	0.14248228855420894	0.0943887463145175	0.5610720653138043	0.13370766237377268	0.16264007475222925	0.10659208740312609	0.10078693477370257	-0.03490231740422778;0.36018246690868627	0.010158006221078576	1.613701965610978	0.0691001772306486	0.06426809134881888	0.20018513975709049	0.8463842688665121	0.23697999418721175	0.056035853230502135	0.9592235912561108	0.09229021150041322	NA	NA	1.77385791831212e-06	0.11782681447393173	0.7845782390229405	0.14248228855420894	0.8332213347652572	0.13370766237377268	NA	NA	NA	-0.2530960757869797	0.10231948011716614	0.1544662410322615	NA	NA	NA	0.2549897699973828	0.20999000119060787	0.20287075750943	NA	NA	0.42555601957821376	0.1544662410322615	NA	NA	0.41601792688705336	0.20287075750943	0.4236037704456098	0.0013507033334979749	0.13192305246073638	NA	NA	NA	0.002844269519577466	0.13192305246073638	NA	NA
s__Prevotella_sp_AM42_24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16143824877374952	0.5152916303599797	0.2481297488614738	-0.3248960589947391;0.6477725565422381	0.06156837227005805	0.6506202884357791	0.2586208266781426	0.2081863003208931	0.6265176439788214	0.880019558651129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.20192424094779676	0.1917844391387024	0.15424307629383704	-0.07060084705378658	0.7968166830685832	0.2521173381490698	0.013556910408623495	0.9466405042119764	0.2020536566472987	NA	NA	0.5132603662238382	0.15424307629383704	0.925533224179662	0.2521173381490698	0.9808755284125422	0.2020536566472987	NA	NA	NA	0.8730518847027277	1.8226906913002476e-07	0.16705510466238774	NA	NA	2.2203686603112103e-06	0.16705510466238774
s__Dorea_longicatena	-0.0201878503995832	0.7183144149530909	0.055966602395678716	0.09283095395706216	0.7713006369902159	0.31936445991802265	0.2346325391826707	0.03062235290435056	0.10852840871762158	-0.12815116081502245	0.2657187992480563	0.11501611870077087	-0.45585690790752903	0.04206315628892055	0.14397164213235095	-0.13981074243544994	0.3894763554201239	0.13379643129585647	-0.14882321031641937	0.16725807420858452	0.10775951477759715	-0.3600318592805098;0.06238543864767104	0.01161211302510318	-1.3810679328277675	0.07478960798117867	0.11000262996191516	0.27997547204480455	0.8089955302021578	0.8544160935757819	0.055966602395678716	0.9618026015480404	0.31936445991802265	0.14634767413851804	0.10852840871762158	0.3993333564594217	0.11501611870077087	0.2970710412905014	0.14397164213235095	0.7270258472028288	0.13379643129585647	-0.2863538712221417	0.23643071029825924	0.24186203837721595	0.0893868653125379	0.5625649618670187	0.1539283195573206	-0.20046125769546794	0.4656384045791045	0.2526710466065423	-1.0056225981699294	2.8681454815427603e-06	0.21444202400421286	0.4269525448104488	0.24186203837721595	0.7980572714857707	0.1539283195573206	0.8419715086173223	0.2526710466065423	0.0006023105511239798	0.21444202400421286	-0.4964759860973377	0.00018324055490792694	0.1324626466865036	0.4273587374780337	0.008260719669883806	0.16143559061535384	0.0004834901388534458	0.1324626466865036	0.030748234326789727	0.16143559061535384
s__Streptococcus_sp_A12	-0.1741414858398257	0.001899274258257311	0.05607433572348185	NA	NA	NA	0.4006441643224782	0.00024480133617110766	0.10923764918469478	0.3535490287491901	0.002289880428494011	0.11579238658346515	0.17892569004276035	0.4228347863241759	0.1424215371352263	0.03945868056012609	0.807955038783475	0.13364627588685707	0.14876102747220565	0.17577089121082157	0.10987659755582764	-0.06659710373721653;0.3641191586816278	0.01207286669044531	1.3538918275715723	0.0787683757033131	0.04765205323480685	0.29002197049785555	0.8811866265328077	0.014801240771246628	0.05607433572348185	NA	NA	0.005139645691674422	0.10923764918469478	0.010585296320396842	0.11579238658346515	0.7845782390229405	0.1424215371352263	0.9322558139809326	0.13364627588685707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Veillonella_dispar	-0.02554121382553159	0.6567067422676729	0.05746512954186489	0.03393250937026726	0.8240689475417753	0.15263280761402068	-0.02502791385816126	0.8171250140807254	0.10823148324416773	0.1875057047089058	0.1038342080005542	0.11515044584499674	-0.2693018235141449	0.2281628460498824	0.14278023344606192	0.15052188450408965	0.35425196629348576	0.1338223703551485	0.14578454083908002	0.3220142648252411	0.14720847370978518	-0.14274406763209893;0.434313149310259	0.021670334731964513	0.9903270998277424	0.1638368024093913	0.20921825284788473	0.45081997075533753	0.909587015483467	0.8236934117938806	0.05746512954186489	0.9747558408065572	0.15263280761402068	0.9544592282002986	0.10823148324416773	0.2137763105893763	0.11515044584499674	0.6773378882298933	0.14278023344606192	0.724606294691221	0.1338223703551485	0.1193870856164844	0.7859311814677923	0.43957286425136943	-0.03995818255136707	0.7956744801727788	0.15386686125482374	NA	NA	NA	0.09939447086385557	0.6238701617139449	0.20217605459779744	0.8753485015150262	0.43957286425136943	0.8878562797049909	0.15386686125482374	NA	NA	0.7529467468961405	0.20217605459779744	1.5362314896360991	2.3668849036785567e-25	0.1484700758307499	-0.16037082647080972	0.3168564902277309	0.15988018934765327	2.5917389695280198e-23	0.1484700758307499	0.4564999455265748	0.15988018934765327
s__Clostridium_sp_CAG_242	0.029193404454656825	0.6756639859361062	0.06977603270706577	-0.02571017354658833	0.7803525510872759	0.09219754614204738	0.649014040535516	0.0006612930325053945	0.19059814885766674	-0.20718205718717775	0.07243852397160211	0.11520607910909993	0.16620646043727527	0.4565013497103338	0.142382612301043	0.7182614067780987	1.4839933623517107e-05	0.13787479272743133	0.14488070636630074	0.27128811777010076	0.13169764070488982	-0.11324666941528327;0.40300808214788475	0.01734426856723425	1.1001010009811165	0.09992335989837585	0.13296425296561154	0.3991564025789381	0.8643763084913634	0.8344265618664479	0.06977603270706577	0.965212324022937	0.09219754614204738	0.00878207965904465	0.19059814885766674	0.16432813308372698	0.11520607910909993	0.7997620545312826	0.142382612301043	0.0033389850652913488	0.13787479272743133	0.4841465696441085	0.05509410990924502	0.2524050687335013	NA	NA	NA	NA	NA	NA	0.14347330165234504	0.4793466577040528	0.20231111519632372	0.17162935885392672	0.2524050687335013	NA	NA	NA	NA	0.6252347709183297	0.20231111519632372	-0.4802279885393306	0.00029221388852563484	0.13233513022014398	NA	NA	NA	0.0007190431639001577	0.13233513022014398	NA	NA
s__Tyzzerella_nexilis	-0.06740119780158428	0.27026213610636085	0.06113714207656368	0.03497957456848585	0.8237895570513065	0.15708901307097964	NA	NA	NA	0.4466618610611927	0.0001253118782880367	0.11632210922574615	NA	NA	NA	NA	NA	NA	0.1441958009913457	0.29032543985073156	0.13636723603927844	-0.12308398164564005;0.4114755836283315	0.01859602306499228	1.0574079608815448	0.07884850952245874	0.07699041219768825	0.41655389195974524	0.8582289305526843	0.4925745383873997	0.06113714207656368	0.9747558408065572	0.15708901307097964	NA	NA	0.000990368070340935	0.11632210922574615	NA	NA	NA	NA	NA	NA	NA	-0.1851963303130376	0.2310441788938043	0.1541809531713534	NA	NA	NA	NA	NA	NA	NA	NA	0.5285135592195773	0.1541809531713534	NA	NA	NA	NA	0.486625893835397	0.00024351122699680587	0.13238485006156056	NA	NA	NA	0.0006201041710732615	0.13238485006156056	NA	NA
s__Coprococcus_catus	0.07725712314831935	0.1677097123812432	0.055999637875353066	-0.008248291209512476	0.9396604869236012	0.10896515847679164	-0.040420405870796025	0.7086396133005635	0.10816741536180373	-0.20887459565895053	0.07014902580615495	0.11521112238732707	-0.03445560293635185	0.8772395118888083	0.1421479644187814	-0.11462177596842288	0.4803638128061332	0.1337429583077719	-0.13876539854527617	0.14873009967116801	0.09609582157292082	-0.32711320882820094;0.04958241173764863	0.009234406923774635	-1.4440315538587305	0.05839448108991092	0.08426688534413065	0.2544937261039986	0.7858452410406039	0.35893597645738473	0.055999637875353066	0.9918058821823116	0.10896515847679164	0.9166074699579196	0.10816741536180373	0.16062160114493426	0.11521112238732707	0.9577590806129018	0.1421479644187814	0.8188019536468178	0.1337429583077719	-0.6934329770509677	0.10556092778782332	0.4284491791329717	0.14825727283539766	0.33728872455027914	0.15406271966009166	0.22770915617942425	0.4075455496087531	0.25285429984741925	-0.7722408447473085	0.0002360281248076177	0.20944689511069556	0.2726990634518769	0.4284491791329717	0.649724595712643	0.15406271966009166	0.831022392455266	0.25285429984741925	0.008992375531463124	0.20944689511069556	-0.7355787350497001	5.098190162750763e-08	0.13480785455270464	0.11819208927020025	0.4603703888747496	0.1597631163798424	3.98751302015149e-07	0.13480785455270464	0.6048003147962396	0.1597631163798424
s__Clostridium_saccharolyticum	-0.03888352970188548	0.6517009364665582	0.08613976127228963	0.11463666313987585	0.5835500826446918	0.2091121720218164	0.0012516169938257735	0.9950404923863144	0.20135858687370872	-0.17053888732920192	0.1388927128826901	0.11510690861451547	0.4210844109156311	0.060206005395396535	0.14370395330225574	-0.04258231596804833	0.7930873299398801	0.13364841601683272	0.1329310267081514	0.1470809374526998	0.09168165293769326	-0.04676501304972738;0.3126270664660302	0.008405525485387639	1.4499196125804055	0.04565719448247858	0.044169560933154765	0.253549974265475	0.7022916784536072	0.8228179421309618	0.08613976127228963	0.9592235912561108	0.2091121720218164	0.9950404923863144	0.20135858687370872	0.2574528157151483	0.11510690861451547	0.35367937120160753	0.14370395330225574	0.9245836748003782	0.13364841601683272	0.4195884332410015	0.002293818304590856	0.13760194457114364	NA	NA	NA	NA	NA	NA	0.4968786670136507	0.01572488635279627	0.205145403872673	0.021172071547387792	0.13760194457114364	NA	NA	NA	NA	0.07505059395652765	0.205145403872673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Clostridium_sp_CAG_299	-0.12818611643436392	0.2525618322169696	0.1120362048784536	0.25066003766802536	0.460748659116933	0.3398251953736102	0.08392695228698302	0.7461889499251286	0.2592990290433574	-0.24882097750995616	0.031176239949518587	0.11534198632507245	NA	NA	NA	NA	NA	NA	-0.12893797137574908	0.18827712399280516	0.09800004790351653	-0.32101806526664145;0.06314212251514331	0.009604009389091535	-1.3156929423411272	0.0374659231434916	0.04802173354918469	0.3084540116477872	0.5606879422586731	0.4649522993770767	0.1120362048784536	0.9592235912561108	0.3398251953736102	0.9187451445953146	0.2592990290433574	0.08393603063331928	0.11534198632507245	NA	NA	NA	NA	0.3766844815609472	0.2075128346142825	0.2988529940574677	-0.22792940590361105	0.14091671076854612	0.15435025468308505	-0.4212007647682692	0.12817663974845048	0.254818147921425	0.2271559980027061	0.2636912621173742	0.20270190200657745	0.4020561170651724	0.2988529940574677	0.4672260759988615	0.15435025468308505	0.5692550765298829	0.254818147921425	0.4549409661245791	0.20270190200657745	-0.5186036535892571	9.519472994060084e-05	0.13264292135604158	NA	NA	NA	0.00028558418982180256	0.13264292135604158	NA	NA
s__Enterorhabdus_caecimuris	-0.1994775420561048	0.004752950589822502	0.07065360372521844	-0.010447926324986218	0.9414941094166868	0.14235765574973722	0.05038154891798763	0.7457290524478248	0.15536623621394707	0.1646812795351349	0.15292618072398678	0.11509283251261747	0.4380200383155427	0.050684420115923716	0.14383173903134885	0.09831912280819094	0.5448909380456335	0.13371398469072	0.12325150445415592	0.1075871949226117	0.0765949618039708	-0.026874620681626826;0.27337762958993866	0.005866788173751744	1.6091333104857868	0.043862266461324476	0.031696375426092535	0.20042453247680084	0.7177864666843587	0.029031536035132036	0.07065360372521844	0.9918058821823116	0.14235765574973722	0.9187451445953146	0.15536623621394707	0.2695461458804083	0.11509283251261747	0.3272765413199646	0.14383173903134885	0.8332213347652572	0.13371398469072	0.5748169438559285	0.024763416141716958	0.2560348026083004	NA	NA	NA	NA	NA	NA	0.007781056716707452	0.9693584776557956	0.2020521002959282	0.10483214023717807	0.2560348026083004	NA	NA	NA	NA	0.9905647483058984	0.2020521002959282	0.2794723336617499	0.03335639206965468	0.13110330593409014	NA	NA	NA	0.05293514393662591	0.13110330593409014	NA	NA
s__Actinomyces_sp_HMSC035G02	-0.023410467018090932	0.8001718960052748	0.09248592584788592	-0.1254480349279624	0.17397464079072875	0.09227222000874563	NA	NA	NA	0.19025085400477512	0.0988921009889962	0.11515787612460004	0.5480588462407029	0.01475412102006107	0.14478118143805474	0.09886996790996552	0.5426419215653646	0.13371489134830156	0.12256062812559929	0.27955251246452906	0.11334299430919482	-0.09959164072042256;0.3447128969716211	0.01284663435897417	1.081325130614241	0.042312520094090304	0.050776661812689784	0.40360393987066384	0.7720304038482065	0.8908317659960203	0.09248592584788592	0.8086884529117029	0.09227222000874563	NA	NA	0.20727473102590974	0.11515787612460004	0.21046584065801716	0.14478118143805474	0.8332213347652572	0.13371489134830156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Prevotella_sp_CAG_520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12224369883015239	0.6064669801428735	0.23730966743440698	-0.3428832493412853;0.58737064700159	0.05631587825782884	0.5151231306829962	0.18135569782165248	0.24732952117911705	0.686734668691195	0.8590893252977494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.033475326639572	0.8282523297284398	0.15386228399511429	-0.6610622884821589	0.01854057559549935	0.2588311708076593	0.09040205410013752	0.6555563032150792	0.2021545138105446	NA	NA	0.9130733514476174	0.15386228399511429	0.3163767692895551	0.2588311708076593	0.7734091217705991	0.2021545138105446	0.18400396397761612	0.16007756054722028	0.13074375772406072	0.8642937871434744	2.3587982127029986e-07	0.16690999367356762	0.20381968465023975	0.13074375772406072	2.431376619247706e-06	0.16690999367356762
s__Oxalobacter_formigenes	NA	NA	NA	0.11213313669310797	0.22409985495756105	0.09223763212182984	NA	NA	NA	-0.41229808648786254	0.00038996426866025764	0.11611254859575396	NA	NA	NA	NA	NA	NA	-0.12014522527100789	0.3939215224275783	0.1409283111816008	-0.39636471518694544;0.15607426464492963	0.019860788892498104	-0.8525272478160068	0.08448412327681923	0.0741674140376015	0.5141009699478564	0.8146444457619403	NA	NA	0.8146191971379356	0.09223763212182984	NA	NA	0.0027297498806218034	0.11611254859575396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.09987841191041252	0.7157562905377635	0.2521959252092209	0.28910538563878857	0.15571195245310096	0.2031040831230737	NA	NA	NA	NA	0.9056005783626658	0.2521959252092209	0.3406198959911584	0.2031040831230737	-0.4102805069704625	0.001894497676644588	0.1318334270687166	NA	NA	NA	0.003914103690426082	0.1318334270687166	NA	NA
s__Actinomyces_odontolyticus	-0.03552785421688048	0.6999059133404903	0.09217301024319567	0.0613518173464699	0.7645985147693637	0.20488328670060565	NA	NA	NA	0.6368763329828471	6.582912693047964e-08	0.11777498526884353	-0.03806546484438985	0.8644974474351148	0.14215028987112924	0.21108094572687414	0.19433491548335616	0.13400488402860444	0.11788518157627832	0.29778221799051274	0.11322037576580088	-0.10402675492469139;0.33979711807724805	0.012818853488549152	1.0412011157790777	0.07606889032720479	0.07017774837916198	0.4246153849123978	0.8145703085863734	0.8438875462618411	0.09217301024319567	0.9592235912561108	0.20488328670060565	NA	NA	2.0160170122459387e-06	0.11777498526884353	0.9544730798080908	0.14215028987112924	0.5627773248905551	0.13400488402860444	NA	NA	NA	-0.3066282445385981	0.04820707806460977	0.154752946591958	NA	NA	NA	NA	NA	NA	NA	NA	0.2978191145083591	0.154752946591958	NA	NA	NA	NA	0.2451397683617549	0.06169524826656225	0.1309570676752081	NA	NA	NA	0.08716941529275568	0.1309570676752081	NA	NA
s__Christensenella_minuta	0.07111465737255604	0.3912714163669779	0.08295054534392395	0.02855622735639008	0.9440611429561604	0.4069781168836468	NA	NA	NA	0.16070919955518376	0.1630425816434856	0.11508356637298345	-0.22530928953120946	0.3130680038875203	0.14258767411158496	0.15155314810902473	0.3509708793471703	0.1338249684847599	0.11641777144170862	0.2525733868377067	0.10175300825084142	-0.08301812472994058;0.3158536676133578	0.010353674688095803	1.1441211758055903	0.024178603770646626	0.03657798858649017	0.3838450813125674	0.5595095398222598	0.6361679143808419	0.08295054534392395	0.9918058821823116	0.4069781168836468	NA	NA	0.2813058626947463	0.11508356637298345	0.7607889126728989	0.14258767411158496	0.724606294691221	0.1338249684847599	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.587269072629597	0.004543808880266643	0.20636066058546845	NA	NA	NA	NA	NA	NA	0.03805123090144597	0.20636066058546845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Prevotella_stercorea	0.10863978600563308	0.05257485419436225	0.0560462114256603	-0.07899326613496567	0.7320189344567039	0.23067691780747065	NA	NA	NA	-0.3781208249096907	0.001121359588840164	0.1159204245667432	NA	NA	NA	NA	NA	NA	0.1155678512223142	0.3041882424964193	0.1124755286738554	-0.10488418497844237;0.33601988742307076	0.012650744550463265	1.0274932919624284	0.06630592271013049	0.07433292294130805	0.4288406370347955	0.7888939796312612	0.1584255606390116	0.0560462114256603	0.9592235912561108	0.23067691780747065	NA	NA	0.005845385090762558	0.1159204245667432	NA	NA	NA	NA	NA	NA	NA	0.18712106295064346	0.22625363090250605	0.1541878290287965	0.16585007741239094	0.54580646933521	0.2524717510875081	0.059666958821986964	0.7683814449840985	0.20209628898936965	NA	NA	0.5285135592195773	0.1541878290287965	0.8419715086173223	0.2524717510875081	0.8722167753873551	0.20209628898936965	0.16224819139191507	0.2152340153734872	0.13068244710777366	0.7370937967409376	8.241853522072548e-06	0.16495508103567869	0.2575751331518781	0.13068244710777366	5.8126756418827455e-05	0.16495508103567869
s__Lawsonibacter_asaccharolyticus	0.11138047066865857	0.11247046895671133	0.07017479578461157	-0.07400318089014903	0.6269049377271265	0.1522424250618392	-0.06896747440374625	0.5452534525160859	0.11401694279964633	-0.5459505178752141	3.156226524403605e-06	0.11701909624694945	0.12896722239342956	0.563298740651438	0.14228509827879782	0.06859083278253643	0.6726881623970327	0.13367256070905648	-0.11287492655531461	0.1985547284072362	0.0877939437556977	-0.2849510563164821;0.05920120320585287	0.007707776560178611	-1.2856801019146518	0.07106975097607264	0.060841384320601544	0.3230010018455744	0.7979264187065864	0.285599168361986	0.07017479578461157	0.9592235912561108	0.1522424250618392	0.8331418462846341	0.11401694279964633	5.874333255291438e-05	0.11701909624694945	0.8320621920733658	0.14228509827879782	0.8650037331863694	0.13367256070905648	-0.25727908458066817	0.2931523583729836	0.24474069397366685	0.05794659141799676	0.7073028359892728	0.1538837933681909	0.2344021606377931	0.3939831676704767	0.25290285894552905	-0.1534528369895883	0.4494026476781612	0.20234848341271175	0.4864175192889945	0.24474069397366685	0.8750181131379923	0.1538837933681909	0.8153905993553192	0.25290285894552905	0.60111182173512	0.20234848341271175	-0.6768712200282238	4.7291669539998103e-07	0.13415186438701854	NA	NA	NA	3.2365236341436198e-06	0.13415186438701854	NA	NA
